GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
1400000US36047013700,36047013700,"Census Tract 137, Kings County, New York",3494,295,2825,279,2098,242,242,99,0,11,265,160,0,11,22,33,198,98,0,11,198,98,669,155,400,154,96,75,0,11,0,11,0,11,134,105,39,51,0,11,39,51
1400000US36047013800,36047013800,"Census Tract 138, Kings County, New York",3197,455,2583,342,1916,277,58,49,0,11,462,189,0,11,29,46,118,141,0,11,118,141,614,321,333,249,6,9,0,11,0,11,0,11,274,261,1,3,1,3,0,11
1400000US36047013900,36047013900,"Census Tract 139, Kings County, New York",3520,344,3019,291,2266,328,316,131,0,11,287,108,0,11,27,40,123,67,0,11,123,67,501,174,188,119,98,83,0,11,0,11,0,11,118,93,97,81,13,19,84,79
1400000US36047014000,36047014000,"Census Tract 140, Kings County, New York",1931,243,1708,215,1346,221,59,59,0,11,303,175,0,11,0,11,0,11,0,11,0,11,223,148,82,56,0,11,0,11,0,11,0,11,61,53,80,98,0,11,80,98
1400000US36047014100,36047014100,"Census Tract 141, Kings County, New York",3256,388,2554,297,1854,227,100,59,0,11,348,161,0,11,57,64,195,119,0,11,195,119,702,273,280,162,75,70,0,11,0,11,0,11,323,231,24,24,12,18,12,18
1400000US36047014200,36047014200,"Census Tract 142, Kings County, New York",3084,440,2401,315,1945,316,25,28,0,11,370,186,0,11,9,14,52,46,25,38,27,24,683,424,150,83,30,37,0,11,0,11,0,11,413,418,90,95,17,23,73,98
1400000US36047014300,36047014300,"Census Tract 143, Kings County, New York",3631,305,2137,208,1667,228,61,67,12,17,258,110,0,11,53,45,86,59,0,11,86,59,1494,310,451,136,108,99,0,11,0,11,0,11,707,292,228,157,90,83,138,138
1400000US36047014500,36047014500,"Census Tract 145, Kings County, New York",4078,346,2726,274,2114,244,133,111,82,97,249,137,0,11,16,28,132,78,0,11,132,78,1352,328,704,221,0,11,0,11,0,11,0,11,523,271,125,134,0,11,125,134
1400000US36047014700,36047014700,"Census Tract 147, Kings County, New York",2535,277,1430,186,1151,167,68,39,0,11,121,71,0,11,14,17,76,47,0,11,76,47,1105,301,494,191,23,27,42,62,0,11,0,11,507,259,39,35,32,33,7,10
1400000US36047014800,36047014800,"Census Tract 148, Kings County, New York",1289,180,1281,180,1101,183,0,11,0,11,129,102,0,11,0,11,51,44,34,42,17,25,8,13,8,13,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36047014900,36047014900,"Census Tract 149, Kings County, New York",6318,476,4781,448,4000,423,136,65,0,16,316,120,0,16,85,89,244,131,0,16,244,131,1537,414,1234,393,18,34,0,16,0,16,0,16,205,188,80,68,0,16,80,68
1400000US36047015000,36047015000,"Census Tract 150, Kings County, New York",1547,188,1425,184,1158,186,4,5,0,11,253,130,0,11,0,11,10,10,5,7,5,7,122,78,70,68,0,11,0,11,17,25,0,11,35,28,0,11,0,11,0,11
1400000US36047015100,36047015100,"Census Tract 151, Kings County, New York",4185,230,3428,300,2661,296,205,140,0,11,213,75,0,11,10,16,339,169,0,11,339,169,757,271,456,229,8,13,0,11,25,39,0,11,104,86,164,163,113,152,51,84
1400000US36047015200,36047015200,"Census Tract 152, Kings County, New York",2465,289,2102,299,1513,284,65,29,0,11,496,119,0,11,10,14,18,20,0,11,18,20,363,151,276,117,7,13,0,11,0,11,0,11,37,31,43,70,43,70,0,11
1400000US36047015300,36047015300,"Census Tract 153, Kings County, New York",2843,279,2452,249,2013,259,110,57,0,11,238,110,0,11,2,6,89,61,0,11,89,61,391,180,279,127,23,27,0,11,0,11,0,11,78,92,11,16,0,11,11,16
1400000US36047015400,36047015400,"Census Tract 154, Kings County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36047015500,36047015500,"Census Tract 155, Kings County, New York",3741,306,3487,308,2855,305,326,203,0,11,130,78,0,11,0,11,176,75,9,14,167,81,254,119,155,90,0,11,32,49,0,11,0,11,22,25,45,46,12,18,33,43
1400000US36047015700,36047015700,"Census Tract 157, Kings County, New York",4079,447,3698,398,2965,398,135,116,31,48,400,195,0,11,15,25,152,90,17,26,135,91,381,196,132,135,127,190,0,11,0,11,0,11,34,37,88,74,75,67,13,22
1400000US36047015900,36047015900,"Census Tract 159, Kings County, New York",5161,551,4943,561,4217,518,177,123,0,16,294,167,0,16,100,139,155,98,0,16,155,98,218,199,99,82,0,16,0,16,0,16,0,16,119,179,0,16,0,16,0,16
1400000US36047016000,36047016000,"Census Tract 160, Kings County, New York",3983,389,3188,363,2171,372,136,100,0,11,758,140,35,38,8,13,80,71,0,11,80,71,795,201,440,165,23,25,0,11,0,11,0,11,307,158,25,27,13,19,12,18
1400000US36047016100,36047016100,"Census Tract 161, Kings County, New York",3243,309,2775,321,2071,287,348,181,1,4,199,81,0,11,0,11,156,98,19,21,137,88,468,256,219,113,0,11,0,11,0,11,0,11,241,218,8,13,8,13,0,11
1400000US36047016200,36047016200,"Census Tract 162, Kings County, New York",2062,201,1767,204,1587,200,35,52,0,11,113,110,0,11,14,26,18,27,18,27,0,11,295,199,120,108,22,26,0,11,0,11,0,11,95,112,58,71,46,67,12,19
1400000US36047016300,36047016300,"Census Tract 163, Kings County, New York",3225,391,3055,380,2152,325,468,185,0,11,254,146,0,11,17,26,164,108,0,11,164,108,170,139,107,126,21,35,0,11,0,11,0,11,38,34,4,7,4,7,0,11
1400000US36047016400,36047016400,"Census Tract 164, Kings County, New York",774,225,688,230,417,217,142,107,0,11,51,61,0,11,0,11,78,62,0,11,78,62,86,68,76,67,0,11,0,11,0,11,0,11,10,14,0,11,0,11,0,11
1400000US36047016500,36047016500,"Census Tract 165, Kings County, New York",5859,558,5469,568,4422,531,129,112,15,24,504,218,0,16,20,38,379,327,0,16,379,327,390,213,263,168,0,16,0,16,0,16,0,16,84,103,43,70,0,16,43,70
1400000US36047016600,36047016600,"Census Tract 166, Kings County, New York",1798,170,1672,174,1513,194,0,11,0,11,159,148,0,11,0,11,0,11,0,11,0,11,126,82,124,82,0,11,2,5,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36047016700,36047016700,"Census Tract 167, Kings County, New York",5800,509,5446,546,4737,622,108,95,0,16,397,212,0,16,15,24,189,122,20,30,169,124,354,292,314,287,22,36,0,16,0,16,0,16,18,26,0,16,0,16,0,16
1400000US36047016800,36047016800,"Census Tract 168, Kings County, New York",1676,278,1597,273,1041,205,0,11,0,11,496,222,0,11,8,12,52,51,6,10,46,51,79,77,60,72,0,11,0,11,0,11,0,11,0,11,19,30,0,11,19,30
1400000US36047016900,36047016900,"Census Tract 169, Kings County, New York",4739,301,3940,338,3212,350,60,59,0,11,527,200,0,11,38,61,103,86,19,30,84,79,799,261,416,223,13,19,0,11,0,11,0,11,349,276,21,50,0,11,21,50
1400000US36047017000,36047017000,"Census Tract 170, Kings County, New York",3419,417,2897,373,1577,313,70,110,0,11,1250,349,0,11,0,11,0,11,0,11,0,11,522,304,305,231,0,11,0,11,0,11,0,11,217,233,0,11,0,11,0,11
1400000US36047017100,36047017100,"Census Tract 171, Kings County, New York",4098,341,3655,357,3317,361,36,24,0,11,229,135,0,11,0,11,73,77,0,11,73,77,443,195,310,166,2,4,0,11,0,11,0,11,85,70,46,56,34,52,12,20
1400000US36047017200,36047017200,"Census Tract 172, Kings County, New York",3360,397,2629,360,1394,291,1,8,0,11,1115,357,22,35,0,11,97,135,0,11,97,135,731,385,419,235,0,11,0,11,24,39,0,11,288,314,0,11,0,11,0,11
1400000US36047017400,36047017400,"Census Tract 174, Kings County, New York",2081,242,1883,218,1322,232,0,11,12,18,519,174,0,11,8,13,22,39,0,11,22,39,198,149,36,43,0,11,0,11,0,11,0,11,120,134,42,51,42,51,0,11
1400000US36047017500,36047017500,"Census Tract 175, Kings County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36047017600,36047017600,"Census Tract 176, Kings County, New York",2571,258,1967,184,1069,172,22,25,0,11,876,187,0,11,0,11,0,11,0,11,0,11,604,226,168,117,0,11,0,11,0,11,0,11,396,224,40,28,33,26,7,10
1400000US36047017700,36047017700,"Census Tract 177, Kings County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36047017800,36047017800,"Census Tract 178, Kings County, New York",3058,324,2116,316,702,166,94,91,0,11,1190,232,12,18,0,11,118,167,0,11,118,167,942,251,401,211,0,11,0,11,5,8,0,11,536,208,0,11,0,11,0,11
1400000US36047017900,36047017900,"Census Tract 179, Kings County, New York",4540,413,3802,438,819,150,2555,384,0,11,213,94,0,11,41,51,174,88,0,11,174,88,738,301,60,45,295,211,0,11,0,11,0,11,255,156,128,142,128,142,0,11
1400000US36047018000,36047018000,"Census Tract 180, Kings County, New York",3298,435,2586,422,1248,285,0,11,11,16,1317,406,0,11,0,11,10,15,0,11,10,15,712,354,408,253,40,69,0,11,0,11,0,11,264,299,0,11,0,11,0,11
1400000US36047018100,36047018100,"Census Tract 181, Kings County, New York",3619,486,3186,477,1796,320,1051,329,0,11,249,117,0,11,0,11,90,80,0,11,90,80,433,233,140,95,18,38,0,11,0,11,0,11,275,222,0,11,0,11,0,11
1400000US36047018200,36047018200,"Census Tract 182, Kings County, New York",3574,442,3019,413,1156,209,89,73,0,11,1734,389,0,11,0,11,40,51,0,11,40,51,555,289,279,194,0,11,0,11,0,11,0,11,204,191,72,115,0,11,72,115
1400000US36047018300,36047018300,"Census Tract 183, Kings County, New York",2817,280,2588,329,1761,279,470,199,0,11,139,70,0,11,20,30,198,102,12,19,186,105,229,120,99,64,30,39,0,11,33,38,0,11,67,79,0,11,0,11,0,11
1400000US36047018400,36047018400,"Census Tract 184, Kings County, New York",2993,268,2852,275,1377,240,0,11,0,11,1475,241,0,11,0,11,0,11,0,11,0,11,141,83,37,30,0,11,0,11,41,34,0,11,18,22,45,48,45,48,0,11
1400000US36047018501,36047018501,"Census Tract 185.01, Kings County, New York",4951,566,3749,700,328,153,2784,721,19,29,532,285,0,11,43,67,43,44,9,18,34,31,1202,528,281,179,221,158,0,11,0,11,0,11,655,402,45,37,25,31,20,23
1400000US36047018600,36047018600,"Census Tract 186, Kings County, New York",2158,255,2034,230,1156,169,8,11,0,11,840,183,0,11,0,11,30,39,0,11,30,39,124,139,19,16,0,11,0,11,0,11,0,11,105,138,0,11,0,11,0,11
1400000US36047018700,36047018700,"Census Tract 187, Kings County, New York",1614,244,1138,193,576,132,367,133,0,11,141,86,0,11,0,11,54,56,36,54,18,22,476,214,78,51,8,12,0,11,0,11,0,11,241,166,149,107,15,20,134,105
1400000US36047018800,36047018800,"Census Tract 188, Kings County, New York",2875,214,2509,236,1437,206,7,9,0,11,1049,257,0,11,0,11,16,25,0,11,16,25,366,203,251,165,5,7,0,11,0,11,0,11,105,105,5,8,5,8,0,11
1400000US36047019000,36047019000,"Census Tract 190, Kings County, New York",4682,424,3421,477,1452,326,29,31,0,11,1929,448,0,11,0,11,11,18,0,11,11,18,1261,359,571,309,9,13,22,33,0,11,0,11,659,303,0,11,0,11,0,11
1400000US36047019100,36047019100,"Census Tract 191, Kings County, New York",2826,323,2427,341,1455,298,612,172,0,11,170,80,0,11,9,19,181,109,0,11,181,109,399,168,237,134,0,11,0,11,0,11,0,11,162,98,0,11,0,11,0,11
1400000US36047019200,36047019200,"Census Tract 192, Kings County, New York",3702,432,3230,468,1859,454,27,33,17,29,1327,283,0,11,0,11,0,11,0,11,0,11,472,208,86,62,0,11,0,11,32,32,0,11,315,189,39,56,39,56,0,11
1400000US36047019300,36047019300,"Census Tract 193, Kings County, New York",5861,575,5044,579,1816,295,2607,463,0,16,501,161,7,14,10,20,103,66,39,35,64,51,817,228,396,266,105,109,0,16,5,10,0,16,158,94,153,136,112,124,41,52
1400000US36047019400,36047019400,"Census Tract 194, Kings County, New York",4031,499,3041,367,872,204,15,19,0,11,2147,340,0,11,0,11,7,11,7,11,0,11,990,406,513,263,0,11,0,11,0,11,0,11,477,299,0,11,0,11,0,11
1400000US36047019500,36047019500,"Census Tract 195, Kings County, New York",3901,337,3501,323,1635,332,1485,308,18,33,293,144,0,11,13,21,57,55,0,11,57,55,400,112,190,112,47,74,17,27,0,11,0,11,146,115,0,11,0,11,0,11
1400000US36047019600,36047019600,"Census Tract 196, Kings County, New York",4430,602,3394,470,1627,323,17,13,0,11,1707,467,0,11,43,69,0,11,0,11,0,11,1036,472,139,124,0,11,0,11,0,11,0,11,846,464,51,43,18,30,33,35
1400000US36047019700,36047019700,"Census Tract 197, Kings County, New York",3561,307,3325,281,1678,256,1260,255,0,11,219,113,0,11,9,14,159,125,14,19,145,124,236,137,72,59,122,113,0,11,0,11,0,11,28,39,14,21,14,21,0,11
1400000US36047019800,36047019800,"Census Tract 198, Kings County, New York",1860,290,1638,276,892,178,7,11,0,11,739,256,0,11,0,11,0,11,0,11,0,11,222,141,56,44,0,11,35,47,0,11,0,11,71,53,60,91,60,91,0,11
1400000US36047019900,36047019900,"Census Tract 199, Kings County, New York",3829,431,3516,441,1852,282,1253,449,0,11,180,88,0,11,0,11,231,143,0,11,231,143,313,149,121,70,53,60,0,11,0,11,0,11,128,126,11,17,0,11,11,17
1400000US36047020000,36047020000,"Census Tract 200, Kings County, New York",2335,205,1959,231,1105,225,11,16,0,11,843,194,0,11,0,11,0,11,0,11,0,11,376,185,282,150,0,11,0,11,0,11,0,11,94,109,0,11,0,11,0,11
1400000US36047020100,36047020100,"Census Tract 201, Kings County, New York",3735,369,3346,352,1593,262,1316,278,0,11,167,104,0,11,12,18,258,128,0,11,258,128,389,174,116,72,154,157,0,11,10,17,0,11,77,54,32,38,0,11,32,38
1400000US36047020200,36047020200,"Census Tract 202, Kings County, New York",2154,206,2035,238,1316,200,0,11,0,11,719,170,0,11,0,11,0,11,0,11,0,11,119,91,113,91,0,11,0,11,0,11,0,11,6,9,0,11,0,11,0,11
1400000US36047020300,36047020300,"Census Tract 203, Kings County, New York",1764,184,1497,187,675,113,496,194,0,11,271,122,0,11,21,24,34,27,0,11,34,27,267,90,92,49,38,31,0,11,0,11,0,11,99,52,38,55,0,11,38,55
1400000US36047020400,36047020400,"Census Tract 204, Kings County, New York",1992,243,1968,244,1356,205,0,11,0,11,600,203,12,19,0,11,0,11,0,11,0,11,24,17,20,16,0,11,0,11,4,7,0,11,0,11,0,11,0,11,0,11
1400000US36047020500,36047020500,"Census Tract 205, Kings County, New York",2907,234,2788,240,1525,203,756,234,14,22,267,95,0,11,33,33,193,94,0,11,193,94,119,57,47,33,0,11,0,11,0,11,0,11,13,16,59,45,30,33,29,32
1400000US36047020600,36047020600,"Census Tract 206, Kings County, New York",2347,215,2043,188,1390,166,30,25,0,11,623,118,0,11,0,11,0,11,0,11,0,11,304,126,200,99,0,11,0,11,0,11,0,11,104,90,0,11,0,11,0,11
1400000US36047020700,36047020700,"Census Tract 207, Kings County, New York",4708,402,3995,380,2550,296,848,188,0,11,279,217,0,11,0,11,318,164,0,11,318,164,713,273,256,125,324,221,0,11,0,11,0,11,86,121,47,48,25,40,22,26
1400000US36047020800,36047020800,"Census Tract 208, Kings County, New York",3216,455,2953,481,1072,277,25,28,74,101,1667,468,0,11,0,11,115,75,0,11,115,75,263,181,96,87,27,41,0,11,0,11,0,11,22,36,118,139,93,134,25,37
1400000US36047021000,36047021000,"Census Tract 210, Kings County, New York",4380,515,3587,521,1284,308,38,45,0,11,2181,513,0,11,11,16,73,87,0,11,73,87,793,333,234,170,14,23,0,11,0,11,0,11,536,291,9,13,9,13,0,11
1400000US36047021100,36047021100,"Census Tract 211, Kings County, New York",1829,228,1150,241,391,101,629,206,0,11,102,58,0,11,0,11,28,26,0,11,28,26,679,217,169,115,94,75,0,11,0,11,0,11,385,183,31,33,10,15,21,31
1400000US36047021200,36047021200,"Census Tract 212, Kings County, New York",4858,600,4433,639,1155,298,0,11,0,11,3246,652,0,11,0,11,32,34,0,11,32,34,425,238,100,73,0,11,0,11,0,11,0,11,256,196,69,114,0,11,69,114
1400000US36047021300,36047021300,"Census Tract 213, Kings County, New York",4228,370,3960,361,799,120,2992,376,0,11,55,36,0,11,15,20,99,79,11,18,88,76,268,150,23,25,199,140,0,11,0,11,0,11,32,33,14,20,14,20,0,11
1400000US36047021400,36047021400,"Census Tract 214, Kings County, New York",2194,297,2034,291,1068,221,0,11,0,11,952,284,0,11,0,11,14,22,0,11,14,22,160,155,70,66,0,11,0,11,0,11,0,11,90,143,0,11,0,11,0,11
1400000US36047021500,36047021500,"Census Tract 215, Kings County, New York",5406,498,4859,512,1806,310,2310,540,19,30,324,142,0,16,22,39,378,225,83,131,295,156,547,183,342,175,49,62,0,16,0,16,0,16,69,87,87,95,0,16,87,95
1400000US36047021600,36047021600,"Census Tract 216, Kings County, New York",4533,635,4377,630,3900,665,0,11,0,11,477,203,0,11,0,11,0,11,0,11,0,11,156,191,156,191,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36047021700,36047021700,"Census Tract 217, Kings County, New York",4035,270,3233,320,881,202,1829,245,0,11,340,183,0,11,48,72,135,91,19,23,116,79,802,262,97,63,50,53,0,11,14,22,0,11,626,290,15,25,0,11,15,25
1400000US36047021800,36047021800,"Census Tract 218, Kings County, New York",3892,478,3545,505,3312,551,30,48,0,11,119,141,0,11,0,11,84,107,84,107,0,11,347,211,74,88,11,17,0,11,0,11,0,11,249,211,13,20,0,11,13,20
1400000US36047021900,36047021900,"Census Tract 219, Kings County, New York",3576,386,3162,374,844,191,2017,343,0,11,225,135,0,11,0,11,76,56,8,13,68,59,414,204,80,48,90,66,0,11,0,11,0,11,228,185,16,18,0,11,16,18
1400000US36047022000,36047022000,"Census Tract 220, Kings County, New York",4924,513,4757,517,4330,590,138,208,0,11,289,268,0,11,0,11,0,11,0,11,0,11,167,159,167,159,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36047022100,36047022100,"Census Tract 221, Kings County, New York",4174,448,3662,448,1387,334,1870,272,62,91,185,129,0,11,89,93,69,43,0,11,69,43,512,196,135,101,92,65,0,11,0,11,0,11,231,126,54,48,36,40,18,27
1400000US36047022200,36047022200,"Census Tract 222, Kings County, New York",4281,611,4032,622,3892,630,0,11,0,11,140,100,0,11,0,11,0,11,0,11,0,11,249,150,98,93,35,54,0,11,0,11,0,11,61,96,55,79,0,11,55,79
1400000US36047022400,36047022400,"Census Tract 224, Kings County, New York",5780,532,4986,667,4161,721,7,6,0,16,818,382,0,16,0,16,0,16,0,16,0,16,794,357,293,187,0,16,0,16,0,16,0,16,453,301,48,60,36,58,12,18
1400000US36047022600,36047022600,"Census Tract 226, Kings County, New York",2261,316,1019,299,731,263,56,68,0,11,204,125,0,11,0,11,28,40,0,11,28,40,1242,349,320,182,0,11,0,11,0,11,0,11,922,352,0,11,0,11,0,11
1400000US36047022700,36047022700,"Census Tract 227, Kings County, New York",3556,538,3286,556,994,249,1978,471,0,11,120,55,11,17,10,16,173,94,11,17,162,92,270,163,70,66,100,119,0,11,0,11,0,11,82,72,18,24,3,6,15,24
1400000US36047022800,36047022800,"Census Tract 228, Kings County, New York",3748,420,3402,430,2282,457,48,31,2,4,1036,198,0,11,0,11,34,31,15,25,19,17,346,195,74,62,0,11,0,11,0,11,0,11,271,187,1,5,1,5,0,11
1400000US36047022900,36047022900,"Census Tract 229, Kings County, New York",3862,393,3577,387,1380,263,1760,413,0,11,331,208,0,11,27,41,79,48,0,11,79,48,285,126,115,83,73,68,15,28,0,11,8,12,65,52,9,15,0,11,9,15
1400000US36047023000,36047023000,"Census Tract 230, Kings County, New York",4288,600,3548,529,3051,516,88,128,0,11,341,284,0,11,0,11,68,82,51,80,17,19,740,441,193,137,0,11,0,11,0,11,0,11,547,415,0,11,0,11,0,11
1400000US36047023100,36047023100,"Census Tract 231, Kings County, New York",3376,404,2998,365,1244,208,1412,275,0,11,154,94,0,11,32,48,156,79,0,11,156,79,378,217,79,46,197,198,0,11,0,11,0,11,61,53,41,36,0,11,41,36
1400000US36047023200,36047023200,"Census Tract 232, Kings County, New York",5073,797,4322,844,3926,816,0,16,0,16,396,216,0,16,0,16,0,16,0,16,0,16,751,361,383,302,30,46,0,16,0,16,0,16,323,243,15,23,0,16,15,23
1400000US36047023300,36047023300,"Census Tract 233, Kings County, New York",5153,565,4109,530,1175,219,2553,506,0,16,234,130,0,16,0,16,147,104,0,16,147,104,1044,364,318,182,253,161,0,16,0,16,0,16,338,231,135,140,31,54,104,124
1400000US36047023400,36047023400,"Census Tract 234, Kings County, New York",4667,620,4527,647,4504,651,0,11,14,22,0,11,0,11,0,11,9,26,3,9,6,17,140,160,50,49,0,11,0,11,0,11,0,11,90,146,0,11,0,11,0,11
1400000US36047023500,36047023500,"Census Tract 235, Kings County, New York",4062,458,3297,402,2259,380,680,221,0,11,260,140,0,11,22,33,76,45,17,19,59,45,765,281,308,157,11,17,0,11,0,11,0,11,436,236,10,15,10,15,0,11
1400000US36047023600,36047023600,"Census Tract 236, Kings County, New York",5669,567,5597,567,5279,558,16,24,53,68,249,183,0,16,0,16,0,16,0,16,0,16,72,96,0,16,0,16,0,16,0,16,0,16,72,96,0,16,0,16,0,16
1400000US36047023800,36047023800,"Census Tract 238, Kings County, New York",3990,693,3695,553,3637,557,0,11,13,20,0,11,0,11,0,11,45,77,0,11,45,77,295,384,295,384,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36047024000,36047024000,"Census Tract 240, Kings County, New York",4626,586,4478,588,4349,593,71,28,0,11,0,11,0,11,36,57,22,36,11,21,11,16,148,99,31,40,7,15,0,11,0,11,0,11,110,89,0,11,0,11,0,11
1400000US36047024100,36047024100,"Census Tract 241, Kings County, New York",2501,312,2079,299,1289,215,612,315,0,11,118,71,0,11,4,6,56,46,0,11,56,46,422,185,191,135,13,21,0,11,0,11,0,11,174,102,44,43,5,10,39,42
1400000US36047024200,36047024200,"Census Tract 242, Kings County, New York",2994,355,2866,335,2682,335,0,11,0,11,184,84,0,11,0,11,0,11,0,11,0,11,128,113,75,89,0,11,0,11,48,69,0,11,5,9,0,11,0,11,0,11
1400000US36047024300,36047024300,"Census Tract 243, Kings County, New York",4020,457,3443,467,1333,269,1734,368,0,11,192,91,0,11,0,11,184,88,0,11,184,88,577,228,283,126,48,46,0,11,0,11,0,11,233,198,13,21,0,11,13,21
1400000US36047024400,36047024400,"Census Tract 244, Kings County, New York",4039,309,3633,359,3213,363,17,16,0,11,403,131,0,11,0,11,0,11,0,11,0,11,406,179,84,76,0,11,0,11,0,11,0,11,322,169,0,11,0,11,0,11
1400000US36047024500,36047024500,"Census Tract 245, Kings County, New York",4535,466,4315,459,932,246,2913,407,0,11,363,206,0,11,0,11,107,60,20,20,87,56,220,118,93,65,73,81,0,11,0,11,0,11,18,28,36,32,0,11,36,32
1400000US36047024600,36047024600,"Census Tract 246, Kings County, New York",2892,340,2687,340,1602,250,1,2,0,11,1031,223,0,11,0,11,53,55,0,11,53,55,205,122,63,62,8,13,9,13,0,11,0,11,125,99,0,11,0,11,0,11
1400000US36047024700,36047024700,"Census Tract 247, Kings County, New York",2398,265,2179,245,515,153,1384,216,15,24,202,111,0,11,0,11,63,36,0,11,63,36,219,88,45,29,91,64,0,11,0,11,0,11,52,42,31,30,31,30,0,11
1400000US36047024800,36047024800,"Census Tract 248, Kings County, New York",3013,227,2384,242,1029,167,51,49,23,41,1127,266,0,11,130,143,24,26,0,11,24,26,629,230,301,182,0,11,0,11,53,82,0,11,275,154,0,11,0,11,0,11
1400000US36047024900,36047024900,"Census Tract 249, Kings County, New York",4630,504,4333,485,1057,304,3083,449,0,11,140,130,0,11,0,11,53,41,0,11,53,41,297,168,44,38,35,49,0,11,0,11,0,11,218,153,0,11,0,11,0,11
1400000US36047025000,36047025000,"Census Tract 250, Kings County, New York",1539,202,1359,201,322,109,0,11,26,40,1001,198,0,11,0,11,10,14,0,11,10,14,180,134,36,32,22,33,19,42,0,11,0,11,103,112,0,11,0,11,0,11
1400000US36047025100,36047025100,"Census Tract 251, Kings County, New York",3547,437,3025,395,484,153,2349,404,19,31,104,64,0,11,8,15,61,53,9,13,52,53,522,207,87,58,168,136,0,11,0,11,0,11,150,142,117,108,23,27,94,103
1400000US36047025200,36047025200,"Census Tract 252, Kings County, New York",5310,414,4336,453,2197,412,155,89,19,18,1870,345,0,16,0,16,95,82,0,16,95,82,974,372,351,197,0,16,11,17,0,16,0,16,601,343,11,19,11,19,0,16
1400000US36047025300,36047025300,"Census Tract 253, Kings County, New York",2936,351,2616,335,998,283,1390,269,0,11,197,103,0,11,0,11,31,44,0,11,31,44,320,201,163,137,125,129,0,11,0,11,0,11,32,45,0,11,0,11,0,11
1400000US36047025400,36047025400,"Census Tract 254, Kings County, New York",4280,522,3905,524,1272,295,0,11,16,25,2544,459,0,11,0,11,73,84,51,80,22,25,375,198,154,113,0,11,0,11,41,52,0,11,109,154,71,83,71,83,0,11
1400000US36047025500,36047025500,"Census Tract 255, Kings County, New York",5569,480,2007,499,158,246,1672,459,19,31,102,89,0,16,0,16,56,48,0,16,56,48,3562,430,939,376,938,530,35,53,14,21,0,16,1198,454,438,252,169,97,269,238
1400000US36047025600,36047025600,"Census Tract 256, Kings County, New York",3338,434,3191,444,1018,303,85,92,0,11,1894,387,0,11,0,11,194,192,0,11,194,192,147,178,16,27,0,11,0,11,0,11,0,11,131,178,0,11,0,11,0,11
1400000US36047025700,36047025700,"Census Tract 257, Kings County, New York",2111,276,1228,278,448,132,609,226,0,11,121,86,0,11,0,11,50,34,0,11,50,34,883,215,320,152,145,87,74,105,0,11,0,11,322,137,22,27,5,11,17,31
1400000US36047025800,36047025800,"Census Tract 258, Kings County, New York",4888,539,3814,472,1724,305,2,3,0,11,2062,470,0,11,0,11,26,30,0,11,26,30,1074,460,139,68,0,11,0,11,0,11,0,11,935,472,0,11,0,11,0,11
1400000US36047025901,36047025901,"Census Tract 259.01, Kings County, New York",2158,190,1450,162,557,73,867,159,0,11,15,15,0,11,0,11,11,12,0,11,11,12,708,139,157,107,175,127,0,11,0,11,0,11,349,173,27,45,0,11,27,45
1400000US36047025902,36047025902,"Census Tract 259.02, Kings County, New York",3826,617,2014,663,0,11,1948,664,0,11,45,73,0,11,0,11,21,33,0,11,21,33,1812,339,589,295,644,249,8,13,0,11,0,11,554,333,17,27,0,11,17,27
1400000US36047026000,36047026000,"Census Tract 260, Kings County, New York",3310,297,2960,294,1040,231,46,52,9,14,1805,297,0,11,1,9,59,86,18,28,41,75,350,190,65,66,0,11,0,11,39,60,0,11,246,186,0,11,0,11,0,11
1400000US36047026100,36047026100,"Census Tract 261, Kings County, New York",4993,578,3123,524,959,318,1961,471,0,11,124,122,0,11,0,11,79,77,0,11,79,77,1870,458,559,301,300,206,83,134,0,11,16,28,567,317,345,370,32,57,313,327
